mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
2,Berserk,Berserk,ベルセルク,Manga,,,Publishing,True,1989-08-25,,9.46,397810.0,1.0,1,794592,137638,"Miura, Kentarou|Studio Gaga",Young Animal,Action|Adventure|Award Winning|Drama|Fantasy|Horror,Gore|Military|Psychological,Seinen,"Guts, a former mercenary now known as the Black Swordsman, is out for revenge. After a tumultuous childhood, he finally finds someone he respects and believes he can trust, only to have everything fall apart when this person takes away everything important to Guts for the purpose of fulfilling his own desires. Now marked for death, Guts becomes condemned to a fate in which he is relentlessly pursued by demonic beings.

Setting out on a dreadful quest riddled with misfortune, Guts, armed with a massive sword and monstrous strength, will let nothing stop him, not even death itself, until he is finally able to take the head of the one who stripped him—and his loved one—of their humanity.

[Written by MAL Rewrite]

Included one-shot:
Volume 14: Berserk: The Prototype",https://myanimelist.net/images/manga/1/157897.jpg
116778,Chainsaw Man,Chainsaw Man,チェンソーマン,Manga,,24.0,Finished,False,2018-12-03,2026-03-25,8.64,442227.0,98.0,2,728265,91174,"Fujimoto, Tatsuki",Shounen Jump+,Action|Award Winning|Fantasy,Gore|Urban Fantasy,Shounen,"Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.

Unfortunately, he has outlived his usefulness and is murdered by a devil in contract with the yakuza. However, in an unexpected turn of events, Pochita merges with Denji's dead body and grants him the powers of a chainsaw devil. Now able to transform parts of his body into chainsaws, a revived Denji uses his new abilities to quickly and brutally dispatch his enemies. Catching the eye of the official devil hunters who arrive at the scene, he is offered work at the Public Safety Bureau as one of them. Now with the means to face even the toughest of enemies, Denji will stop at nothing to achieve his simple teenage dreams.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/216464.jpg
13,One Piece,One Piece,ONE PIECE,Manga,,,Publishing,True,1997-07-22,,9.21,420433.0,4.0,3,696349,125838,"Oda, Eiichiro",Shounen Jump (Weekly),Action|Adventure|Fantasy,,Shounen,"Gol D. Roger, a man referred to as the King of the Pirates, is set to be executed by the World Government. But just before his demise, he confirms the existence of a great treasure, One Piece, located somewhere within the vast ocean known as the Grand Line. Announcing that One Piece can be claimed by anyone worthy enough to reach it, the King of the Pirates is executed and the Great Age of Pirates begins.

Twenty-two years later, a young man by the name of Monkey D. Luffy is ready to embark on his own adventure, searching for One Piece and striving to become the new King of the Pirates. Armed with just a straw hat, a small boat, and an elastic body, he sets out on a fantastic journey to gather his own crew and a worthy ship that will take them across the Grand Line to claim the greatest status on the high seas.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/253146.jpg
23390,Shingeki no Kyojin,Attack on Titan,進撃の巨人,Manga,141.0,34.0,Finished,False,2009-09-09,2021-04-09,8.56,430851.0,139.0,4,693048,69818,"Isayama, Hajime",Bessatsu Shounen Magazine,Action|Award Winning|Drama|Suspense,Gore|Military|Survival,Shounen,"Hundreds of years ago, horrifying creatures which resembled humans appeared. These mindless, towering giants, called Titans, proved to be an existential threat, as they preyed on whatever humans they could find in order to satisfy a seemingly unending appetite. Unable to effectively combat the Titans, mankind was forced to barricade themselves within large walls surrounding what may very well be humanity's last safe haven in the world.

In the present day, life within the walls has finally found peace, since the residents have not dealt with Titans for many years. Eren Yeager, Mikasa Ackerman, and Armin Arlert are three young children who dream of experiencing all that the world has to offer, having grown up hearing stories of the wonders beyond the walls. But when the state of tranquility is suddenly shattered by the attack of a massive 60-meter Titan, they quickly learn just how cruel the world can be. On that day, Eren makes a promise to himself that he will do whatever it takes to ",https://myanimelist.net/images/manga/2/37846.jpg
121496,Solo Leveling,Solo Leveling,나 혼자만 레벨업,Manhwa,201.0,,Finished,False,2018-03-04,2023-05-31,8.57,367587.0,129.0,5,615530,47280,"Chugong|Jang, Sung-rak|Disciples",KakaoPage,Action|Adventure|Fantasy,Adult Cast|Urban Fantasy,,"Ten years ago, ""the Gate"" appeared and connected the real world with the realm of magic and monsters. To combat these vile beasts, ordinary people received superhuman powers and became known as ""Hunters."" Twenty-year-old Sung Jin-Woo is one such Hunter, but he is known as the ""World's Weakest,"" owing to his pathetic power compared to even a measly E-Rank. Still, he hunts monsters tirelessly in low-rank Gates to pay for his mother's medical bills. 

However, this miserable lifestyle changes when Jin-Woo—believing himself to be the only one left to die in a mission gone terribly wrong—awakens in a hospital three days later to find a mysterious screen floating in front of him. This ""Quest Log"" demands that Jin-Woo completes an unrealistic and intense training program, or face an appropriate penalty. Initially reluctant to comply because of the quest's rigor, Jin-Woo soon finds that it may just transform him into one of the world's most fearsome Hunters. 

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/222295.jpg
33327,Tokyo Ghoul,Tokyo Ghoul,東京喰種トーキョーグール,Manga,144.0,14.0,Finished,False,2011-09-08,2014-09-18,8.55,308676.0,145.0,6,565458,50690,"Ishida, Sui",Young Jump,Action|Fantasy|Horror,Gore|Psychological|Urban Fantasy,Seinen,"Lurking within the shadows of Tokyo are frightening beings known as ghouls, who satisfy their hunger by feeding on humans once night falls. An organization known as the Commission of Counter Ghoul (CCG) has been established in response to the constant attacks on citizens and as a means of purging these creatures. However, the problem lies in identifying ghouls as they disguise themselves as humans, living amongst the masses so that hunting prey will be easier. Ken Kaneki, an unsuspecting university freshman, finds himself caught in a world between humans and ghouls when his date turns out to be a ghoul after his flesh.

Barely surviving this encounter after being taken to a hospital, he discovers that he has turned into a half-ghoul as a result of the surgery he received. Unable to satisfy his intense craving for human meat through conventional means, Kaneki is taken in by friendly ghouls who run a coffee shop in order to help him with his transition. As he begins what he thinks will b",https://myanimelist.net/images/manga/3/114037.jpg
44347,One Punch-Man,One-Punch Man,ワンパンマン,Manga,,,Publishing,True,2012-06-14,,8.7,259596.0,77.0,7,532094,39916,"Murata, Yusuke|ONE",Tonari no Young Jump,Action|Comedy,Adult Cast|Parody|Super Power,Seinen,"After rigorously training for three years, the ordinary Saitama has gained immense strength which allows him to take out anyone and anything with just one punch. He decides to put his new skill to good use by becoming a hero. However, he quickly becomes bored with easily defeating monsters, and wants someone to give him a challenge to bring back the spark of being a hero.

Upon bearing witness to Saitama's amazing power, Genos, a cyborg, is determined to become Saitama's apprentice. During this time, Saitama realizes he is neither getting the recognition that he deserves nor known by the people due to him not being a part of the Hero Association. Wanting to boost his reputation, Saitama decides to have Genos register with him, in exchange for taking him in as a pupil. Together, the two begin working their way up toward becoming true heroes, hoping to find strong enemies and earn respect in the process.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/80661.jpg
4632,Oyasumi Punpun,Goodnight Punpun,おやすみプンプン,Manga,147.0,13.0,Finished,False,2007-03-15,2013-11-02,8.98,218032.0,17.0,8,517931,58264,"Asano, Inio",Big Comic Spirits,Drama|Slice of Life,Psychological,Seinen,"Punpun Onodera is a normal 11-year-old boy living in Japan. Hopelessly idealistic and romantic, Punpun begins to see his life take a subtle—though nonetheless startling—turn to the adult when he meets the new girl in his class, Aiko Tanaka. It is then that the quiet boy learns just how fickle maintaining a relationship can be, and the surmounting difficulties of transitioning from a naive boyhood to a convoluted adulthood. When his father assaults his mother one night, Punpun realizes another thing: those whom he looked up to were not as impressive as he once thought.

As his problems increase, Punpun's once shy demeanor turns into voluntary reclusiveness. Rather than curing him of his problems and conflicting emotions, this merely intensifies them, sending him down the dark path of maturity in this grim coming-of-age saga.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/266834.jpg
113138,Jujutsu Kaisen,Jujutsu Kaisen,呪術廻戦,Manga,272.0,30.0,Finished,False,2018-03-05,2024-09-30,8.19,262213.0,537.0,9,508687,34220,"Akutami, Gege",Shounen Jump (Weekly),Action|Supernatural,School,Shounen,"Hidden in plain sight, an age-old conflict rages on. Supernatural monsters known as Curses terrorize humanity from the shadows, and powerful humans known as Jujutsu sorcerers use mystical arts to exterminate them. When high school student Yuuji Itadori finds a dried-up finger of the legendary Curse Sukuna Ryoumen, he suddenly finds himself joining this bloody conflict.

Attacked by a Curse attracted to the finger's power, Yuuji makes a reckless decision to protect himself, gaining the power to combat Curses in the process but also unwittingly unleashing the malicious Sukuna into the world once more. Though Yuuji can control and confine Sukuna to his own body, the Jujutsu world classifies Yuuji as a dangerous, high-level Curse who must be exterminated.

Detained and sentenced to death, Yuuji meets Satoru Gojou—a teacher at Jujutsu High School—who explains that despite his imminent execution, there is an alternative for him. Being a rare vessel to Sukuna, if Yuuji were to die, then Sukun",https://myanimelist.net/images/manga/3/210341.jpg
96792,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,Manga,207.0,23.0,Finished,False,2016-02-15,2020-05-18,8.11,317315.0,678.0,10,498430,29143,"Gotouge, Koyoharu",Shounen Jump (Weekly),Action|Fantasy,Historical,Shounen,"Tanjirou Kamado lives with his impoverished family on a remote mountain. As the oldest sibling, he took upon the responsibility of ensuring his family's livelihood after the death of his father. On a cold winter day, he goes down to the local village in order to sell some charcoal. As dusk falls, he is forced to spend the night in the house of a curious man who cautions him of strange creatures that roam the night: malevolent demons who crave human flesh.

When he finally makes his way home, Tanjirou's worst nightmare comes true. His entire family has been brutally slaughtered with the sole exception of his sister Nezuko, who has turned into a flesh-eating demon. Engulfed in hatred and despair, Tanjirou desperately tries to stop Nezuko from attacking other people, setting out on a journey to avenge his family and find a way to turn his beloved sister back into a human.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/179023.jpg
75989,Boku no Hero Academia,My Hero Academia,僕のヒーローアカデミア,Manga,432.0,42.0,Finished,False,2014-07-07,2024-08-05,7.95,241924.0,1022.0,11,473538,27600,"Horikoshi, Kouhei",Shounen Jump (Weekly),Action,School|Super Power,Shounen,"One day, a four-year-old boy came to a sudden realization: the world is not fair. Eighty percent of the world's population wield special abilities, known as ""quirks,"" which have given many the power to make their childhood dreams of becoming a superhero a reality. Unfortunately, Izuku Midoriya was one of the few born without a quirk, suffering from discrimination because of it. Yet, he refuses to give up on his dream of becoming a hero; determined to do the impossible, Izuku sets his sights on the elite hero training academy, UA High.

However, everything changes after a chance meeting with the number one hero and Izuku's idol, All Might. Discovering that his dream is not a dead end, the powerless boy undergoes special training, working harder than ever before. Eventually, this leads to him inheriting All Might's power, and with his newfound abilities, gets into his school of choice, beginning his grueling journey to become the successor of the best hero on the planet.

[Written by MAL",https://myanimelist.net/images/manga/1/209370.jpg
656,Vagabond,Vagabond,バガボンド,Manga,327.0,37.0,On Hiatus,False,1998-09-03,2015-05-21,9.27,175390.0,3.0,12,457036,48657,"Inoue, Takehiko|Yoshikawa, Eiji",Morning,Action|Adventure|Award Winning,Historical|Samurai,Seinen,"In 16th-century Japan, Shinmen Takezou is a wild, rough young man in both his appearance and his actions. His aggressive nature has won him the collective reproach and fear of his village, leading him and his best friend, Matahachi Honiden, to run away in search of something grander than provincial life. The pair enlist in the Toyotomi army, yearning for glory—but when the Toyotomi suffer a crushing defeat at the hands of the Tokugawa Clan at the Battle of Sekigahara, the friends barely make it out alive.

After the two are separated, Shinmen returns home on a self-appointed mission to notify the Hon'iden family of Matahachi's survival. He instead finds himself a wanted criminal, framed for his friend's supposed murder based on his history of violence. Upon being captured, he is strung up on a tree and left to die. An itinerant monk, the distinguished Takuan Soho, takes pity on the ""devil child,"" secretly freeing Shinmen and christening him with a new name to avoid pursuit by the autho",https://myanimelist.net/images/manga/1/259070.jpg
11,Naruto,Naruto,NARUTO―ナルト―,Manga,700.0,72.0,Finished,False,1999-09-21,2014-11-10,8.08,287842.0,734.0,13,443913,44475,"Kishimoto, Masashi",Shounen Jump (Weekly),Action|Adventure|Fantasy,Martial Arts,Shounen,"Whenever Naruto Uzumaki proclaims that he will someday become the Hokage—a title bestowed upon the best ninja in the Village Hidden in the Leaves—no one takes him seriously. Since birth, Naruto has been shunned and ridiculed by his fellow villagers. But their contempt isn't because Naruto is loud-mouthed, mischievous, or because of his ineptitude in the ninja arts, but because there is a demon inside him. Prior to Naruto's birth, the powerful and deadly Nine-Tailed Fox attacked the village. In order to stop the rampage, the Fourth Hokage sacrificed his life to seal the demon inside the body of the newborn Naruto.

And so when he is assigned to Team 7—along with his new teammates Sasuke Uchiha and Sakura Haruno, under the mentorship of veteran ninja Kakashi Hatake—Naruto is forced to work together with other people for the first time in his life. Through undergoing vigorous training and taking on challenging missions, Naruto must learn what it means to work in a team and carve his own r",https://myanimelist.net/images/manga/3/249658.jpg
21,Death Note,Death Note,DEATH NOTE,Manga,108.0,12.0,Finished,False,2003-12-01,2006-05-15,8.69,244081.0,80.0,14,429101,33061,"Obata, Takeshi|Ohba, Tsugumi",Shounen Jump (Weekly),Supernatural|Suspense,Psychological,Shounen,"Ryuk, a god of death, drops his Death Note into the human world for personal pleasure. In Japan, prodigious high school student Light Yagami stumbles upon it. Inside the notebook, he finds a chilling message: those whose names are written in it shall die. Its nonsensical nature amuses Light; but when he tests its power by writing the name of a criminal in it, they suddenly meet their demise.

Realizing the Death Note's vast potential, Light commences a series of nefarious murders under the pseudonym ""Kira,"" vowing to cleanse the world of corrupt individuals and create a perfect society where crime ceases to exist. However, the police quickly catch on, and they enlist the help of L—a mastermind detective—to uncover the culprit.

Death Note tells the thrilling tale of Light and L as they clash in a great battle-of-minds, one that will determine the future of the world.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/258245.jpg
12,Bleach,Bleach,BLEACH,Manga,705.0,74.0,Finished,False,2001-08-07,2016-08-22,7.92,259297.0,1107.0,15,425161,38585,"Kubo, Tite",Shounen Jump (Weekly),Action|Adventure|Award Winning|Supernatural,,Shounen,"For as long as he can remember, high school student Ichigo Kurosaki has been able to see the spirits of the dead, but that has not stopped him from leading an ordinary life. One day, Ichigo returns home to find an intruder in his room who introduces herself as Rukia Kuchiki, a Soul Reaper tasked with helping souls pass over. Suddenly, the two are jolted from their conversation when a Hollow—an evil spirit known for consuming souls—attacks. As Ichigo makes a brash attempt to stop the Hollow, Rukia steps in and shields him from a counterattack. Injured and unable to keep fighting, Rukia suggests a risky plan—transfer half of her Soul Reaper powers to Ichigo. He accepts and, to Rukia's surprise, ends up absorbing her powers entirely, allowing him to easily dispatch the Hollow.

Now a Soul Reaper himself, Ichigo must take up Rukia's duties of exterminating Hollows and protecting spirits, both living and dead. Along with his friends Orihime Inoue and Yasutora Sado—who later discover spiritu",https://myanimelist.net/images/manga/3/180031.jpg
642,Vinland Saga,Vinland Saga,ヴィンランド・サガ,Manga,224.0,29.0,Finished,False,2005-04-13,2025-07-25,9.09,158949.0,8.0,16,359383,38208,"Yukimura, Makoto",Afternoon,Action|Adventure|Award Winning|Drama,Historical,Seinen,"Thorfinn, son of one of the Vikings' greatest warriors, is among the finest fighters in the merry band of mercenaries run by the cunning Askeladd, an impressive feat for a person his age. However, Thorfinn is not part of the group for the plunder it entails—instead, for having caused his family great tragedy, the boy has vowed to kill Askeladd in a fair duel. Not yet skilled enough to defeat him, but unable to abandon his vengeance, Thorfinn spends his boyhood with the mercenary crew, honing his skills on the battlefield among the war-loving Danes, where killing is just another pleasure of life.

One day, when Askeladd receives word that Danish prince Canute has been taken hostage, he hatches an ambitious plot—one that will decide the next King of England and drastically alter the lives of Thorfinn, Canute, and himself. Set in 11th-century Europe, Vinland Saga tells a bloody epic in an era where violence, madness, and injustice are inescapable, providing a paradise for the battle-craze",https://myanimelist.net/images/manga/2/188925.jpg
42451,Horimiya,Horimiya,ホリミヤ,Manga,139.0,17.0,Finished,False,2011-10-18,2021-03-18,8.41,162707.0,255.0,17,359403,25520,"Hagiwara, Daisuke|HERO",GFantasy,Romance,School,Shounen,"Although admired at school for her amiability and academic prowess, high school student Kyouko Hori has been hiding another side of her. With her parents often away from home due to work, Hori has to look after her younger brother and do the housework, leaving no chance to socialize away from school.

Meanwhile, Izumi Miyamura is seen as a brooding, glasses-wearing otaku. However, in reality, he is a gentle person inept at studying. Furthermore, he has nine piercings hidden behind his long hair and a tattoo along his back and left shoulder.

By sheer chance, Hori and Miyamura cross paths outside of school—neither looking as the other expects. These seemingly polar opposites become friends, sharing with each other a side they have never shown to anyone else.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/245008.jpg
119161,Spy x Family,Spy x Family,SPY×FAMILY,Manga,,,Publishing,True,2019-03-25,,8.46,140517.0,213.0,18,336653,19798,"Endou, Tatsuya",Shounen Jump+,Action|Comedy,Childcare,Shounen,"For the agent known as ""Twilight,"" no order is too tall if it is for the sake of peace. Operating as Westalis' master spy, Twilight works tirelessly to prevent extremists from sparking a war with neighboring country Ostania. For his latest mission, he must investigate Ostanian politician Donovan Desmond by infiltrating his son's school: the prestigious Eden Academy. Thus, the agent faces the most difficult task of his career: get married, have a child, and play family.

Twilight, or ""Loid Forger,"" quickly adopts the unassuming orphan Anya to play the role of a six-year-old daughter and prospective Eden Academy student. For a wife, he comes across Yor Briar, an absent-minded office worker who needs a pretend partner of her own to impress her friends. However, Loid is not the only one with a hidden nature. Yor moonlights as the lethal assassin ""Thorn Princess."" For her, marrying Loid creates the perfect cover. Meanwhile, Anya is not the ordinary girl she appears to be; she is an esper, t",https://myanimelist.net/images/manga/3/219741.jpg
100128,Yakusoku no Neverland,The Promised Neverland,約束のネバーランド,Manga,181.0,20.0,Finished,False,2016-08-01,2020-06-15,8.14,171170.0,626.0,19,335691,20698,"Demizu, Posuka|Shirai, Kaiu",Shounen Jump (Weekly),Award Winning|Mystery|Suspense,Psychological|Survival,Shounen,"At Grace Field House, life could not be better for the orphans! Though they have no parents, together with the other kids and a kind ""Mama"" who cares for them, they form one big happy family. No child is ever overlooked, especially since they are all adopted by the age of 12. Their daily lives involve rigorous tests, but afterward, they are allowed to play outside.

There is only one rule they must obey: do not leave the orphanage. But one day, two top-scoring orphans, Emma and Norman, venture past the gate and unearth the harrowing secret behind their entire existence. Utilizing their quick-wittedness, the children must work together to somehow change their predetermined fate.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/186922.jpg
1706,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,JoJo's Bizarre Adventure Part 7: Steel Ball Run,ジョジョの奇妙な冒険 Part7 STEEL BALL RUN,Manga,96.0,24.0,Finished,False,2004-01-19,2011-04-19,9.34,200102.0,2.0,20,323058,51533,"Araki, Hirohiko",Ultra Jump,Action|Adventure|Mystery|Supernatural,Historical,Seinen|Shounen,"In the American Old West, the world's greatest race is about to begin. Thousands line up in San Diego to travel over six thousand kilometers for a chance to win the grand prize of fifty million dollars. With the era of the horse reaching its end, contestants are allowed to use any kind of vehicle they wish. Competitors will have to endure grueling conditions, traveling up to a hundred kilometers a day through uncharted wastelands. The Steel Ball Run is truly a one-of-a-kind event.

The youthful Johnny Joestar, a crippled former horse racer, has come to San Diego to watch the start of the race. There he encounters Gyro Zeppeli, a racer with two steel balls at his waist instead of a gun. Johnny witnesses Gyro using one of his steel balls to unleash a fantastical power, compelling a man to fire his gun at himself during a duel. In the midst of the action, Johnny happens to touch the steel ball and feels a power surging through his legs, allowing him to stand up for the first time in two y",https://myanimelist.net/images/manga/3/179882.jpg
25,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,Manga,116.0,27.0,Finished,False,2001-07-12,2010-09-11,9.04,170022.0,11.0,21,322740,31456,"Arakawa, Hiromu",Shounen Gangan,Action|Adventure|Award Winning|Drama|Fantasy,Military,Shounen,"Alchemists are knowledgeable and naturally talented individuals who can manipulate and modify matter due to their art. Yet despite the wide range of possibilities, alchemy is not as all-powerful as most would believe. Human transmutation is strictly forbidden, and whoever attempts it risks severe consequences. Even so, siblings Edward and Alphonse Elric decide to ignore this great taboo and bring their mother back to life. Unfortunately, not only do they fail in resurrecting her, they also pay an extremely high price for their arrogance: Edward loses his left leg and Alphonse his entire body. Furthermore, Edward also gives up his right arm in order to seal his brother's soul into a suit of armor.

Years later, the young alchemists travel across the country looking for the Philosopher's Stone, in the hopes of recovering their old bodies with its power. However, their quest for the fated stone also leads them to unravel far darker secrets than they could ever imagine.

[Written by MAL Re",https://myanimelist.net/images/manga/3/243675.jpg
81117,Tokyo Ghoul:re,Tokyo Ghoul:re,東京喰種-トーキョーグール-:re,Manga,181.0,16.0,Finished,False,2014-10-16,2018-07-05,8.35,169475.0,316.0,22,322682,23059,"Ishida, Sui",Young Jump,Action|Fantasy|Horror,Gore|Psychological|Urban Fantasy,Seinen,"Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG's growing threat to their existence.

The creation of a special team, known as the Quinx Squad, may provide the CCG with the push they need to exterminate Tokyo's unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls, they participate in operations to eradicate the dangerous creatures. The leader of this group, Haise Sasaki, is a half-ghoul, half-human who has been trained by famed special class investigator, Kishou Arima. However, there's more to this young man than meets the eye, as unknown memories claw at his mind, slowly reminding him of the person he used to be.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/145997.jpg
26,Hunter x Hunter,Hunter x Hunter,HUNTER×HUNTER,Manga,,,Publishing,True,1998-03-03,,8.78,142215.0,51.0,23,312239,26641,"Togashi, Yoshihiro",Shounen Jump (Weekly),Action|Adventure|Fantasy,,Shounen,"""Secret treasure hoards, undiscovered wealth... mystical places, unexplored frontiers... 'The mysterious unknown.' There's magic in such words for those captivated by its spell. They are called 'Hunters'!""

Gon Freecss wants to become a Hunter so he can find his father, a man who abandoned him to pursue a life of adventure. But it's not that simple: only one in one hundred thousand can pass the Hunter Exam, and that is just the first obstacle on his journey. During the Hunter Exam, Gon befriends many other potential Hunters, such as the mysterious Killua; the revenge-driven Kurapika; and Leorio, who aims to become a doctor. There's a world of adventure and peril awaiting, and those who embrace it with open arms can become the greatest Hunters of them all!

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/253119.jpg
3,20th Century Boys,20th Century Boys,20世紀少年,Manga,249.0,22.0,Finished,False,1999-09-27,2006-04-24,8.93,109324.0,22.0,24,310161,23009,"Urasawa, Naoki",Big Comic Spirits,Award Winning|Drama|Mystery|Sci-Fi,Historical|Psychological,Seinen,"As the 20th century approaches its end, people all over the world are anxious that the world is changing. And probably not for the better.

Kenji Endou is a normal convenience store manager who is just trying to get by. But when he learns that one of his old friends going by the name ""Donkey"" has suddenly committed suicide and that a new cult led by a figure known as ""Friend"" is becoming more notorious, Kenji starts to feel that something is not right. With a few key clues left behind by his deceased friend, Kenji realizes that this cult is much more than he ever thought it would be—not only is this mysterious organization directly targeting him and his childhood friends, but the whole world also faces a grave danger that only the friends have the key to stop.

Kenji's simple life of barely making ends meet is flipped upside down when he reunites with his childhood friends, and together they must figure out the truth of how their past is connected to the cult, as the turn of the centur",https://myanimelist.net/images/manga/5/260006.jpg
90125,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love Is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,Manga,281.0,28.0,Finished,False,2015-05-19,2022-11-02,8.88,149656.0,28.0,25,304686,29950,"Akasaka, Aka",Young Jump,Award Winning|Comedy|Romance,School,Seinen,"Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wealthy vice president Kaguya Shinomiya. The two are often regarded as the perfect couple by students despite them not being in any sort of romantic relationship.

However, the truth is that after spending so much time together, the two have developed feelings for one another; unfortunately, neither is willing to confess, as doing so would be a sign of weakness. With their pride as elite students on the line, Miyuki and Kaguya embark on a quest to do whatever is necessary to get a confession out of the other. Through their daily antics, the battle of love begins!

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/188896.jpg
56805,Koe no Katachi,A Silent Voice,聲の形,Manga,64.0,7.0,Finished,False,2013-08-07,2014-11-19,8.86,157551.0,34.0,26,292201,23064,"Ooima, Yoshitoki",Shounen Magazine (Weekly),Award Winning|Drama,,Shounen,"Shouya Ishida, a mischievous elementary school student, finds himself troubled by deaf transfer student Shouko Nishimiya. Despite her genuine attempts to befriend her new classmates, Shouko only proves herself to be an annoyance for Shouya and his friends, provoking them to ridicule her at any possible chance. Soon enough, their taunts turn into constant assault—yet the teachers heartlessly remain apathetic to the situation.

Shouya's misdeeds are finally stopped when Shouko transfers to another school. Denying their involvement, the entire class puts the blame on Shouya. As the new victim of bullying, Shouya gradually becomes meek and reclusive, being treated with contempt and disregard for years to come.

Now a high school student, Shouya meets Shouko again for the first time in five years. Still tormented by his past actions, Shouya is determined to make amends for his mistakes and confront his trauma—even if he must face arduous obstacles along the way.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/120529.jpg
1,Monster,Monster,MONSTER,Manga,162.0,18.0,Finished,False,1994-12-05,2001-12-20,9.16,116668.0,6.0,27,288956,23729,"Urasawa, Naoki",Big Comic Original,Award Winning|Drama|Mystery,Adult Cast|Psychological,Seinen,"Kenzou Tenma, a renowned Japanese neurosurgeon working in post-war Germany, faces a difficult choice: to operate on Johan Liebert, an orphan boy on the verge of death, or on the mayor of Düsseldorf. In the end, Tenma decides to gamble his reputation by saving Johan, effectively leaving the mayor for dead.

As a consequence of his actions, hospital director Heinemann strips Tenma of his position, and Heinemann's daughter Eva breaks off their engagement. Disgraced and shunned by his colleagues, Tenma loses all hope of a successful career—that is, until the mysterious killing of Heinemann gives him another chance.

Nine years later, Tenma is the head of the surgical department and close to becoming the director himself. Although all seems well for him at first, he soon becomes entangled in a chain of gruesome murders that have taken place throughout Germany. The culprit is a monster—the same one that Tenma saved on that fateful day nine years ago.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/258224.jpg
598,Fairy Tail,Fairy Tail,FAIRY TAIL,Manga,549.0,63.0,Finished,False,2006-08-02,2017-07-26,7.55,163383.0,2993.0,28,281794,20858,"Mashima, Hiro",Shounen Magazine (Weekly),Action|Adventure|Award Winning|Fantasy,,Shounen,"In the mystical realm of Earth Land, magic exists at the core of everyday life for its inhabitants, from transportation to utilities and everything in between. However, even with all its benefits, magic can also be used for great evil; therefore, to prevent dark forces from upsetting the natural order of things, there exists a system of magical guilds in the Kingdom of Fiore. Under the command of their respective guild masters, these guilds are made up of witches and wizards who take on various job requests to earn fame and fortune. One particular guild stands high above the rest in both strength and spirit, and its name is Fairy Tail.

In his quest to find his dragon foster father—Igneel—Natsu Dragneel, a fiery and reckless mage, and his partner Happy run into a young celestial mage by the name of Lucy Heartfilia, who reveals that it is her dream to become a full-fledged wizard and join the Fairy Tail guild. After rescuing her from an abduction attempt, Natsu offers her a home in Fair",https://myanimelist.net/images/manga/3/198604.jpg
99007,"Komi-san wa, Comyushou desu.",Komi Can't Communicate,古見さんは、コミュ症です。,Manga,500.0,37.0,Finished,False,2016-05-18,2025-01-29,8.01,110204.0,875.0,29,275430,12655,"Oda, Tomohito",Shounen Sunday,Award Winning|Comedy,School,Shounen,"It's Shouko Komi's first day at the prestigious Itan Private High School, and she has already risen to the status of the school's Madonna. With long black hair and a tall, graceful appearance, she captures the attention of anyone who comes across her. There's just one problem though—despite her popularity, Shouko is terrible at communicating with others.

Hitohito Tadano is your average high school boy. With his life motto of ""read the situation and make sure to stay away from trouble,"" he quickly finds that sitting next to Shouko has made him the enemy of everyone in his class! One day, knocked out by accident, Hitohito later wakes up to the sound of Shouko's ""meow."" He lies that he heard nothing, causing Shouko to run away. But before she can escape, Hitohito surmises that Shouko is not able to talk to others easily—in fact, she has never been able to make a single friend. Hitohito resolves to help Shouko with her goal of making one hundred friends so that she can overcome her commun",https://myanimelist.net/images/manga/3/188962.jpg
